A,80004274349486,8.9062805,-5.800103,-0.044292733,-2.4057007,-7.5319824,1.1260681
A,80004323849486,7.931840400000001,-1.0452187,-2.2301989,-4.1595,-10.4496765,0.55892944
A,80004373349486,6.737133999999999,-10.686669,1.4257472,-5.1779327,-10.687866,0.27902222
A,80004422849486,2.8345852000000002,1.4878467,-2.4791958,-6.348404,-10.366272,0.67648315
A,80004472349486,7.105841000000001,-1.3899838,1.5286977,-3.5948334,-6.853378299999999,2.384781
A,80004521849486,8.75784,-5.833622,1.8207904,-1.6271973,-5.442154,0.29907227
A,80004571349486,7.685238000000001,-12.326697,0.6428431,-0.8267517,-8.493668,-2.36055
A,80004620849486,8.065916,-9.132832,-1.9333179,1.2593079,-11.795944,-1.2956085
A,80004670349486,8.633341999999999,-3.6979942,1.8567034,-0.63442993,-12.284668,14.364288
A,80004719849486,7.876774,-5.247042700000001,0.712275,2.1697235,-15.141205,11.746445
A,80004769349486,8.726714999999999,-4.71553,3.8414967,5.8487089999999995,-17.267227,1.4221497
A,80004818849486,8.669253999999999,-7.988403999999999,-3.1304188,-2.2479400000000003,-18.971404999999997,-2.1242218
A,80004868349486,7.2566757,-8.725817999999999,-4.155137,-5.9582825,-19.386353,-3.960205
A,80004917849486,2.1618145,-5.5750484,-4.83509,7.8742065000000006,-8.522797,-3.7378693
A,80004967349486,3.6222775,-9.013122000000001,-1.9764135,10.698959,-2.5191193,-0.09968567
A,80005016849486,7.1585135,-1.2702737,-1.4377182,4.679001,-4.2272644,0.25491333
A,80005066349486,6.021267400000001,-7.957279,1.0977415,4.650421,-4.0774384,0.46202087
A,80005115849486,0.29912558,-3.6956,-0.5614403,5.8902434999999995,-2.9986115,-0.77256775
A,80005165349486,3.5001733,-8.826374000000001,0.8511387,5.3068542,-2.5737152,-1.6676483
A,80005214970296,8.209567999999999,-7.8375688,2.2948422,4.8961487,-2.8722992,-0.51400757
A,80005264591106,12.128876,-14.673015,5.723339,4.370056,-4.5115050000000005,0.7918091
A,80005314211916,17.175854,-16.873285,4.095282,3.2027435,-7.906021000000001,4.2942657
A,80005363832726,17.764828,-1.1625346,2.256535,1.9054871,-11.349563999999999,14.888092
A,80005413453536,2.0397103,-4.7466545,2.7090392,0.7170105,-12.994812,15.999405
A,80005463074346,2.2216694,3.6306572,4.250905,-4.593445,-12.756302,5.906784
A,80005512695156,1.2759598,-0.20006548,8.874108,-4.5064697,-11.572327,-2.5154877
A,80005562315966,-1.4031519,-1.583914,8.069656,1.1174621999999999,-12.235764,-0.45384216
A,80005611936776,0.6558616,1.633893,9.08001,5.960403400000001,-12.531006,2.9966736
A,80005661557586,1.2592005,0.080056116,8.342596,6.5421295,-14.770233,3.8653412
A,80005711178396,0.83542675,2.6753707,9.101558,10.36853,-11.866408999999999,5.6552124
A,80005760799206,-0.07676409,2.8621185000000002,7.1311297,8.156952,-4.479019,-2.5021362
A,80005810420016,-0.7375638000000001,3.6450224,5.567716,6.0168457,-4.4721985,-4.328003
A,80005860040826,-0.5484218000000001,3.7264254,4.583699,7.02446,-5.659073,-4.052185
A,80005909661636,-0.14140753,4.820575700000001,2.9245174,8.481689,-6.4959106,-4.759598
